слово,дискретна тональність,усереднена тональність,дисперсія
вироблятися,0,0,0
виробник,0,0,0
виробництво,0,0,0
вироджуватися,-1,"-0,8888888889","0,3142696805"
виродок,-1,"-1,3333333333","0,4714045208"
вирок,-1,"-1,3333333333","0,4714045208"
вирощування,0,"0,2222222222","0,6285393611"
вирощувати,0,"0,3333333333","0,4714045208"
вирубатися,0,"-0,4","0,4898979486"
виручка,0,"0,3333333333","0,4714045208"
висадка,-1,"-0,6666666667","0,9428090416"
висвітлюватися,0,"0,1428571429","0,638876565"
виселення,-1,"-1,3333333333","0,9428090416"
висилати,0,0,0
вислизати,0,"-0,25","0,4330127019"
вислів,0,"-0,3333333333","0,4714045208"
вислуховувати,0,0,"0,632455532"
висміювати,-2,-2,0
виснаження,-1,"-1,3333333333","0,4714045208"
виснажливий,-1,"-1,3333333333","0,4714045208"
висновок,0,0,0
висновок,0,"-0,3333333333","0,4714045208"
високоефективний,2,"1,75","0,4330127019"
висококваліфікований,2,2,0
висококласний,2,"1,6666666667","0,4714045208"
високоміцний,1,"1,2","0,4"
високоморальний,1,1,0
високооплачуваний,1,1,"0,8164965809"
високоосвічений,1,"1,4444444444","0,496903995"
високоповажний,1,1,"0,8164965809"
високоповажний,1,"0,6666666667","0,4714045208"
високопоставлений,0,"0,4","0,8"
високопродуктивний,1,"1,3333333333","0,4714045208"
високопрофесійний,1,1,"0,8164965809"
високотехнологічний,1,"1,3333333333","0,9428090416"
високоточний,1,1,"0,8164965809"
високохудожній,1,1,0
високошвидкісний,0,"0,4","0,8"
високоякісний,2,"1,6666666667","0,4714045208"
виставляти,0,0,0
вистрілювати,-1,"-0,6666666667","0,9428090416"
виступ,0,"0,1111111111","0,5665577237"
висування,0,0,0
висувати,0,"-0,3333333333","0,4714045208"
висуватися,0,0,0
витік,-1,"-0,6666666667","0,7453559925"
витік,0,"0,2222222222","0,4157397096"
витіснення,0,"-0,3333333333","0,4714045208"
витісняти,-1,"-0,6666666667","0,4714045208"
витончений,1,"1,3333333333","0,4714045208"
витончено,1,"1,3333333333","0,4714045208"
витрата,-1,"-0,6666666667","0,4714045208"
витрата,0,"-0,3333333333","0,4714045208"
витратити,-1,-1,0
витратний,-2,-2,0
витривалий,1,"0,6666666667","0,4714045208"
витримувати,0,0,0
витягати,0,0,0
витягувати,0,0,"0,632455532"
виучуватися,0,"0,2","0,4"
вихід,0,0,0
вихованка,0,0,0
виховання,0,0,0
виховуватися,0,"0,2","0,4"
виходити,0,0,0
вишка,0,0,0
вишукування,0,"0,1111111111","0,8748897638"
вишукувати,0,0,0
вищенаведений,0,0,0
вищеперелічений,0,0,0
виявлення,0,0,"0,4714045208"
виявлення,0,"0,3333333333","0,4714045208"
виявляти,0,"0,1111111111","0,5665577237"
виявляти,0,0,0
виявлятися,0,0,0
вівторок,0,0,0
відбиватися,0,"-0,3333333333","0,4714045208"
відбиватися,0,"0,1666666667","0,3726779962"
відбір,0,0,0
відбування,-1,-625,"0,6959705454"
відбування,0,"-0,3333333333","0,4714045208"
відбувати,-1,"-0,75","0,4330127019"
відбуватися,0,"0,1666666667","0,3726779962"
відбутися,0,"0,5","0,5"
відвага,1,"1,3333333333","0,4714045208"
відважний,2,"1,6666666667","0,4714045208"
відвалюватися,0,"-0,5","0,5"
відвертий,0,0,"0,7071067812"
відвідуваність,0,0,0
відвідувач,0,0,0
відвозити,0,0,0
відволікати,0,0,0
відволікатися,0,"-0,3333333333","0,4714045208"
відгук,0,0,0
відгукуватися,0,0,0
віддавати,0,"0,25","0,4330127019"
віддаватися,0,0,0
віддалений,0,0,"0,5773502692"
відданість,1,1,0
віддача,0,"0,1111111111","0,3142696805"
відділятися,0,0,"0,5345224838"
віденський,0,0,0
відеозапис,0,0,0
відзначати,0,0,0
відзначатися,0,0,0
відкачувати,0,0,0
відкидати,-1,"-0,6666666667","0,9428090416"
відкидати,0,0,"0,5773502692"
відкидний,0,0,0
відкладати,0,"-0,3333333333","0,4714045208"
відкривати,0,"0,1428571429","0,3499271061"
відкритість,1,"0,6666666667","0,4714045208"
відкриття,0,0,0
відкріпний,0,0,0
відкушувати,-1,"-0,6666666667","0,7453559925"
відлуння,0,0,0
відлякувати,0,"0,3333333333","1,2472191289"
відмивання,-1,-1,"0,8164965809"
відміна,0,0,0
відмінний,2,2,0
відмінниця,1,"0,6666666667","0,4714045208"
відмінність,0,0,0
відмітний,0,0,0
відмова,0,"-0,5","0,5"
відмовляти,-1,"-1,3333333333","0,4714045208"
відмовлятися,-1,-1,"0,5773502692"
відморозок,-2,"-1,5555555556","0,496903995"
відновлення,0,0,"0,8164965809"
відновлення,1,"0,6666666667","0,6666666667"
відновлювати,0,"-0,1111111111","0,5665577237"
відновлювати,0,"0,25","0,4330127019"
відноситися,0,0,0
відносний,0,"0,1111111111","0,5665577237"
відношення,0,0,0
відображати,1,"0,5555555556","0,496903995"
відображення,0,0,"0,8164965809"
відомий,0,"-0,25","0,4330127019"
відомство,0,0,0
відпадати,0,"-0,1666666667","0,3726779962"
відписуватися,0,"-0,25","0,4330127019"
відповідальний,0,0,0
відповідальність,0,"0,3333333333","0,4714045208"
відповідати,0,"0,1666666667","0,3726779962"
відповідність,0,0,0
відправка,0,"-0,5","0,5"
відправляти,0,"-0,3333333333","0,4714045208"
відправлятися,0,0,0
відпрацьовувати,0,0,0
відпустка,0,"-0,3333333333","0,4714045208"
відраза,-1,"-1,1666666667","1,4624940646"
відраховувати,0,"-0,3333333333","0,4714045208"
відрахування,0,0,0
відреагувати,0,"-0,3333333333","0,4714045208"
відриватися,0,0,0
відринутий,-1,"-1,3333333333","0,4714045208"
відрізати,-1,"-0,6666666667","0,4714045208"
відрізнятися,0,0,0
відрікатися,0,"-0,3333333333","0,4714045208"
відродження,1,1,0
відроджувати,1,"1,3333333333","0,4714045208"
відроджуватися,1,"1,25","0,4330127019"
відрубувати,-1,"-0,6666666667","0,9428090416"
відсидка,-2,-2,0
відсилати,0,0,0
відсік,0,0,0
відсіч,1,"0,5555555556","0,6849348892"
відслідковувати,0,"-0,3333333333","0,4714045208"
відслужувати,0,0,0
відсотковий,0,0,0
відспівувати,0,"0,2","0,4"
відставати,-1,"-0,6666666667","0,4714045208"
відстань,0,0,0
відстеження,0,"-0,1428571429","0,3499271061"
відсторонення,-1,"-0,6666666667","0,4714045208"
відстороняти,-1,-1,"0,632455532"
відстоювати,0,"0,3333333333","0,4714045208"
відстояти,0,0,0
відстрілюватися,0,"-0,2","0,4"
відстрочка,0,0,0
відступати,0,0,"0,8164965809"
відсувати,0,"-0,25","0,4330127019"
відсутність,0,"-0,2222222222","0,4157397096"
відтворювати,0,0,0
відтісняти,0,"-0,25","0,4330127019"
відторгнення,-1,"-0,75","0,8291561976"
відхилення,-1,"-0,6666666667","0,4714045208"
відхиляти,-1,"-0,6666666667","0,4714045208"
відхід,0,"-0,25","0,4330127019"
відхожий,-1,"-1,3333333333","0,4714045208"
відчай,-2,"-1,6666666667","0,4714045208"
відчайдушний,0,"0,3333333333","0,4714045208"
відчувати,0,0,0
відчувати,0,"0,25","0,4330127019"
відчувати,0,0,0
відчуватися,0,0,"0,4714045208"
відчути,0,0,0
відчути,0,"0,2222222222","0,7856742013"
відчутний,0,"0,4","1,0198039027"
відчуття,0,"0,3333333333","0,4714045208"
відшкодовувати,0,0,0
відштовхувати,0,"-0,3333333333","0,9428090416"
віза,0,0,0
візантійський,0,0,0
візит,0,0,0
візовий,0,0,0
війна,-1,-1,1
військкомат,0,"-0,1666666667","0,3726779962"
військовий,0,0,0
військовий,0,"0,2","0,4"
військовий,0,0,0
військово-історичний,0,0,0
військово-морський,0,0,0
військово-політичний,0,"0,3333333333","0,4714045208"
військовополонений,0,0,0
військовослужбовець,0,0,0
вік,0,0,0
вікіпедія,0,0,0
віковий,0,"0,1111111111","0,3142696805"
віковий,0,0,0
вікторіанський,0,0,0
вільний,0,"0,5","0,5"
вільнодумний,1,"1,3333333333","0,9428090416"
вільнюський,0,0,0
віргінський,0,0,0
віриться,0,0,0
вірменин,0,0,0
вірменський,0,0,0
вірний,0,"0,4","0,4898979486"
вірність,1,"1,3333333333","0,4714045208"
віроломний,-2,"-1,6666666667","0,4714045208"
віртуальний,0,0,0
вірус,0,"-0,3333333333","0,4714045208"
вірусний,-1,"-0,7777777778","0,6285393611"
вісімдесятий,0,0,0
віслюк,0,"-0,3333333333","0,4714045208"
вітати,1,"0,8","0,4"
вітатися,1,"0,6666666667","0,4714045208"
вітебський,0,0,0
вітчизна,0,0,0
вітчизняний,0,0,0
віце-адмірал,0,0,0
віце-президент,0,0,0
віце-прем'єр,0,"0,25","0,4330127019"
віце-спікер,0,0,0
вічний,1,"0,6666666667","0,9428090416"
вішати,0,0,0
віщати,0,"0,1111111111","0,99380799"
віщий,1,"0,6666666667","0,9428090416"
вказівка,0,0,0
вказуватися,0,"0,1111111111","0,3142696805"
вкладник,0,0,0
включатися,0,0,"0,4714045208"
влада,0,0,0
владний,0,"-0,3333333333","0,9428090416"
власний,0,0,0
власність,0,0,0
властивий,0,0,0
влаштовувати,0,"-0,4","0,4898979486"
вливатися,0,0,0
вловимий,0,0,0
вмирати,-1,"-0,6666666667","0,4714045208"
вміння,0,"0,3333333333","0,4714045208"
внесення,0,"-0,3333333333","0,4714045208"
внесок,0,0,0
внесок,0,"0,1666666667","0,3726779962"
внутрішній,0,0,0
внутрішньодержавний,0,0,0
внутрішньоросійський,0,"-0,2222222222","0,4157397096"
вогневий,-1,-1,"0,4714045208"
вогнегасник,0,"0,3333333333","0,4714045208"
вогненний,0,"-0,3333333333","0,4714045208"
вогнепальний,0,"-0,25","0,4330127019"
вогник,1,"0,6666666667","0,4714045208"
вогнище,0,0,0
вогонь,0,"-0,3333333333","0,4714045208"
водитися,0,0,0
водіння,0,0,0
вододіл,0,0,0
водосховище,0,0,0
водотоннажність,0,0,0
воєначальник,0,0,0
вождь,0,"0,3333333333","0,4714045208"
возз'єднання,0,"0,3333333333","0,4714045208"
воістину,1,"0,6666666667","0,9428090416"
воїн,0,0,0
войовничий,0,"-0,3333333333","0,4714045208"
волгоградський,0,0,0
волелюбний,0,"0,3333333333","0,4714045208"
волзький,0,0,0
волога,0,"0,4444444444","0,6849348892"
вологодський,0,0,0
володар,0,"0,3333333333","0,4714045208"
володіти,0,0,0
волонтерський,0,"0,3333333333","0,4714045208"
вольовий,1,"1,25","0,8291561976"
ворог,-2,"-1,6666666667","0,4714045208"
ворожий,-1,-1,0
ворожий,-1,"-1,3333333333","0,4714045208"
воювати,0,0,0
впарювати,-1,"-1,3333333333","0,4714045208"
впевнений,1,"0,6666666667","0,4714045208"
впевненість,1,1,0
впевнено,1,"1,3333333333","0,4714045208"
впертий,-1,-1,"0,8164965809"
вписуватися,0,0,0
впізнавати,0,0,0
вплив,0,0,0
вплив,0,"-0,3333333333","0,4714045208"
впливати,0,"-0,2","0,4"
впливовий,1,"0,6666666667","0,4714045208"
вплинути,0,"-0,4","0,8"
впору,0,"-0,1666666667","0,3726779962"
впровадження,1,"0,5555555556","0,496903995"
впроваджувати,0,"-0,3333333333","0,4714045208"
вражати,-1,"-0,8","0,7483314774"
вражати,1,1,"0,8164965809"
вражатися,0,"0,1666666667","1,0671873729"
вражаючий,1,"1,2","0,4"
вражаючий,1,"1,4","0,8"
враження,0,0,0
вразливий,0,0,"1,2247448714"
враховувати,0,0,0
враховуватися,0,0,0
врегулювання,1,"1,1111111111","0,3142696805"
врегулювати,0,"0,3333333333","0,4714045208"
врізатися,0,"-0,3333333333","0,4714045208"
врожайність,0,"0,3333333333","0,4714045208"
вручатися,0,"0,2222222222","0,6285393611"
вручення,0,0,0
вручну,0,0,0
всебічний,0,"0,3333333333","0,4714045208"
всеблагий,1,"1,3333333333","0,4714045208"
вселенський,1,"0,5555555556","0,496903995"
вселяти,0,"0,2","0,7483314774"
всемогутній,1,"0,6666666667","0,4714045208"
всеосяжний,1,"1,1666666667","0,6871842709"
всеохоплюючий,1,1,"0,7071067812"
всепереможний,1,1,"0,632455532"
всепоглинаючий,0,"-0,3333333333","1,2472191289"
всепроникаючий,0,"0,5","0,5"
всеросійський,1,"0,6666666667","0,4714045208"
всесвітній,0,0,0
всесильний,0,"0,5","1,5"
всесоюзний,0,0,0
всиновлювати,0,0,0
всілякий,0,"0,3333333333","0,4714045208"
встановлення,0,0,0
встановлюватися,0,0,0
встигати,0,"0,25","0,4330127019"
вступ,0,"-0,4","0,4898979486"
